_RAJ2000	_DEJ2000	RAJ2000	DEJ2000	2MASS	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	Qflg	Rflg	Bflg	Cflg	Xflg	Aflg
155.97198300	-57.73820100	155.971983	-57.738201	10235327-5744175	15.253	0.073	13.598	0.053	12.869	0.043	AAA	222	111	000	0	0
155.97239300	-57.74227100	155.972393	-57.742271	10235337-5744321	16.342	0.118	15.275	0.091	14.202		BAU	226	220	cc0	0	0
155.97425000	-57.74214900	155.974250	-57.742149	10235382-5744317	14.584		14.130		14.071	0.071	UUA	002	002	00c	0	0
155.97116900	-57.71283000	155.971169	-57.712830	10235308-5742461	12.250	0.022	12.044	0.023	12.021	0.021	AAA	222	111	000	2	0
155.97406900	-57.74290800	155.974069	-57.742908	10235377-5744344	15.508	0.075	14.896	0.056	13.305		AAU	226	220	cc0	0	0
155.97433700	-57.72392300	155.974337	-57.723923	10235384-5743261	15.475	0.054	14.650	0.062	14.429	0.087	AAA	222	111	000	0	0
155.97105900	-57.70013000	155.971059	-57.700130	10235305-5742004	15.466		15.702	0.181	13.981		UCU	620	020	0c0	2	0
155.97575900	-57.70080200	155.975759	-57.700802	10235418-5742028	16.164		15.182		15.000	0.186	UUC	002	001	000	2	0
155.97598300	-57.70602400	155.975983	-57.706024	10235423-5742216	14.514	0.022	14.181	0.022	14.242	0.067	AAA	222	111	000	2	0
155.97559100	-57.74996900	155.975591	-57.749969	10235414-5744598	15.056		15.218	0.165	14.859	0.156	UCC	022	011	0cc	2	0
155.97564600	-57.74789000	155.975646	-57.747890	10235415-5744524	16.086	0.104	15.400	0.110	15.273	0.230	ABD	222	111	0cc	2	0
155.97468600	-57.71974600	155.974686	-57.719746	10235392-5743110	11.970	0.022	10.953	0.022	10.552	0.021	AAA	222	111	000	0	0
155.97543100	-57.73616000	155.975431	-57.736160	10235410-5744101	17.106		14.454	0.049	13.196	0.021	UAA	022	011	000	0	0
155.97110300	-57.71955100	155.971103	-57.719551	10235306-5743103	15.765	0.100	15.143	0.196	14.776	0.183	ACC	222	111	ccc	0	0
155.96904800	-57.71325700	155.969048	-57.713257	10235257-5742477	14.938	0.057	14.399	0.072	14.433	0.110	AAB	222	111	ccc	2	0
155.96244700	-57.74409100	155.962447	-57.744091	10235098-5744387	9.362	0.022	8.046	0.031	7.532	0.036	AAA	211	111	000	0	0
155.96320700	-57.74942800	155.963207	-57.749428	10235116-5744579	14.335	0.033	13.321	0.041	12.997	0.041	AAA	222	221	ppp	2	0
155.96326900	-57.70278500	155.963269	-57.702785	10235118-5742100	16.077	0.119	14.917	0.083	14.138	0.084	BAA	222	111	000	0	0
155.96269500	-57.71505700	155.962695	-57.715057	10235104-5742542	14.006	0.028	13.722	0.027	13.681	0.057	AAA	222	111	000	0	0
155.96290000	-57.73481400	155.962900	-57.734814	10235109-5744053	17.086		15.955		14.926	0.157	UUC	002	001	000	0	0
155.96401000	-57.71345900	155.964010	-57.713459	10235136-5742484	15.845		15.253		14.456	0.114	UUB	002	001	000	0	0
155.96266800	-57.70635200	155.962668	-57.706352	10235104-5742228	16.329	0.177	14.846		14.600		CUU	200	100	c00	0	0
155.96327300	-57.73963500	155.963273	-57.739635	10235118-5744226	15.517		14.330		14.005	0.104	UUA	662	002	00c	0	0
155.96440700	-57.73123600	155.964407	-57.731236	10235145-5743524	14.552	0.064	13.718		14.200	0.086	AUA	202	101	00c	0	0
155.96805200	-57.72197700	155.968052	-57.721977	10235233-5743191	15.342	0.040	14.959	0.063	14.971	0.143	AAB	222	111	000	0	0
155.96654500	-57.70418900	155.966545	-57.704189	10235197-5742150	15.047	0.085	14.614	0.088	14.442	0.132	AAB	222	111	000	2	0
155.96717500	-57.73133100	155.967175	-57.731331	10235212-5743527	15.296	0.052	13.688	0.039	12.907	0.023	AAA	222	111	c00	0	0
155.96496100	-57.70557000	155.964961	-57.705570	10235159-5742200	15.085	0.067	14.590	0.082	14.525	0.124	AAB	222	111	000	2	0
155.96593300	-57.74094400	155.965933	-57.740944	10235182-5744273	15.782		14.848		15.002	0.166	UUC	002	001	00c	0	0
155.96464500	-57.72264100	155.964645	-57.722641	10235151-5743215	15.217	0.051	14.668	0.058	14.378	0.093	AAA	222	111	ppp	0	0
155.96466700	-57.73088100	155.964667	-57.730881	10235152-5743511	14.245		14.180	0.075	13.561		UAU	020	010	000	0	0
155.99984200	-57.71579700	155.999842	-57.715797	10235996-5742568	14.998	0.030	14.474	0.055	14.327	0.079	AAA	222	111	ccc	2	0
155.99845500	-57.72621500	155.998455	-57.726215	10235962-5743343	16.481	0.176	15.031	0.129	14.137	0.120	CBB	222	111	0cc	0	0
155.98238600	-57.69097900	155.982386	-57.690979	10235577-5741275	15.619	0.078	15.216	0.122	14.991	0.147	ABB	222	111	000	0	0
155.99307700	-57.68854100	155.993077	-57.688541	10235833-5741187	16.089	0.082	15.560	0.113	14.930		ABU	220	110	cc0	0	0
155.97686000	-57.69454200	155.976860	-57.694542	10235444-5741403	14.391	0.022	14.111	0.022	14.028	0.052	AAA	222	111	000	0	0
155.97965200	-57.69044900	155.979652	-57.690449	10235511-5741256	15.978	0.090	14.514		14.343		AUU	200	100	c00	0	0
155.98006700	-57.69953200	155.980067	-57.699532	10235521-5741583	16.985		15.090		15.040	0.203	UUC	002	001	000	2	0
155.96525400	-57.69427900	155.965254	-57.694279	10235166-5741394	15.647	0.066	14.874	0.070	14.693	0.113	AAB	222	111	c00	0	0
155.99673400	-57.69391600	155.996734	-57.693916	10235921-5741380	13.447	0.029	12.964	0.022	12.856	0.026	AAA	222	111	000	2	0
155.96940500	-57.69844800	155.969405	-57.698448	10235265-5741544	14.785	0.043	14.548	0.070	14.286	0.102	AAA	222	111	000	0	0
155.98874000	-57.69752100	155.988740	-57.697521	10235729-5741510	16.798	0.176	14.542	0.049	13.424	0.024	CAE	222	111	000	2	0
155.98999900	-57.69477100	155.989999	-57.694771	10235759-5741411	14.499	0.032	14.182	0.052	13.942	0.080	AAA	222	111	0p0	2	0
155.98836000	-57.68914000	155.988360	-57.689140	10235720-5741209	12.876	0.024	11.871	0.022	11.581	0.023	AAA	222	111	000	0	0
155.95432600	-57.69989000	155.954326	-57.699890	10234903-5741596	14.471	0.023	13.320	0.022	12.984	0.033	AAA	222	111	000	0	0
155.99482800	-57.69489700	155.994828	-57.694897	10235875-5741416	15.153	0.049	14.879	0.219	14.558	0.088	ADA	222	111	ccc	2	0
155.95360300	-57.69675400	155.953603	-57.696754	10234886-5741483	15.751	0.062	14.823	0.049	14.400	0.076	AAA	222	111	000	0	0
155.95879700	-57.69938300	155.958797	-57.699383	10235011-5741577	15.160	0.043	14.880	0.063	14.874	0.128	AAB	222	111	000	0	0
155.96805400	-57.69240200	155.968054	-57.692402	10235233-5741326	12.986	0.022	12.604	0.022	12.394	0.019	AAA	222	111	000	0	0
155.97235300	-57.69940200	155.972353	-57.699402	10235336-5741578	15.704		15.780	0.197	14.236		UCU	620	020	0c0	2	0
155.97476800	-57.69178400	155.974768	-57.691784	10235394-5741304	13.825	0.023	13.600	0.035	13.550	0.039	AAA	222	111	000	0	0
156.05793500	-57.70799600	156.057935	-57.707996	10241390-5742287	16.400	0.126	15.443		15.154		BUU	200	100	c00	2	0
156.00680100	-57.72707000	156.006801	-57.727070	10240163-5743374	15.392	0.086	14.601	0.108	14.610	0.116	AAB	222	111	00c	0	0
156.05841100	-57.73773200	156.058411	-57.737732	10241401-5744158	15.383	0.109	14.928	0.143	12.969		ABU	226	220	cc0	2	0
156.02852700	-57.74093200	156.028527	-57.740932	10240684-5744273	16.662		15.507	0.116	15.062	0.171	UBC	022	011	00c	0	0
156.05892800	-57.73896800	156.058928	-57.738968	10241414-5744202	15.133	0.090	14.540	0.114	14.185	0.103	ABA	222	111	000	2	0
156.06024400	-57.73701900	156.060244	-57.737019	10241445-5744132	13.431	0.043	13.186	0.067	12.719		AAU	226	220	cc0	2	0
156.00586100	-57.71158200	156.005861	-57.711582	10240140-5742416	16.225	0.150	15.749	0.153	14.910		BBU	220	110	cc0	2	0
156.06149700	-57.74858900	156.061497	-57.748589	10241475-5744549	14.779	0.183	14.156	0.184	12.986	0.142	CCB	222	111	000	2	0
156.00599200	-57.74575400	156.005992	-57.745754	10240143-5744447	15.434	0.167	14.642	0.261	14.373	0.200	CDC	222	111	ccc	2	0
156.00761200	-57.74066200	156.007612	-57.740662	10240182-5744263	14.583	0.148	13.420	0.191	12.744	0.097	BCA	222	111	ccc	2	0
156.00653400	-57.73492100	156.006534	-57.734921	10240156-5744057	12.348	0.040	12.225	0.071	12.144	0.069	AAA	222	211	cpp	0	0
156.05920300	-57.74581900	156.059203	-57.745819	10241420-5744449	13.508	0.050	13.368	0.075	13.097	0.089	AAA	222	111	000	2	0
156.00665500	-57.70196200	156.006655	-57.701962	10240159-5742070	16.255	0.119	15.612	0.128	14.637		BBU	220	110	cc0	2	0
156.06006500	-57.72662000	156.060065	-57.726620	10241441-5743358	15.829		15.208	0.077	14.529	0.105	UAA	022	011	0cc	2	0
156.00677600	-57.73076600	156.006776	-57.730766	10240162-5743507	15.255		15.488	0.363	13.810		UDU	020	010	0c0	0	0
156.00732100	-57.72455600	156.007321	-57.724556	10240175-5743284	15.216		15.560	0.150	15.277	0.199	UBC	622	021	0c0	0	0
156.00805400	-57.74856900	156.008054	-57.748569	10240193-5744548	16.177	0.180	15.545	0.206	13.952		CCU	220	110	cc0	2	0
156.00783000	-57.73757900	156.007830	-57.737579	10240187-5744152	12.073	0.026	10.419	0.022	9.750	0.023	AAA	222	111	000	0	0
156.05188900	-57.72620400	156.051889	-57.726204	10241245-5743343	12.337	0.028	10.547	0.023	9.772	0.019	AAA	222	111	000	2	0
156.05316600	-57.71490900	156.053166	-57.714909	10241275-5742536	15.532	0.082	15.055	0.112	14.778	0.144	ABB	222	111	000	0	0
156.01015000	-57.74004400	156.010150	-57.740044	10240243-5744241	14.836	0.129	14.073	0.184	13.174	0.161	BCC	222	111	ccc	2	0
156.05231300	-57.72309900	156.052313	-57.723099	10241255-5743231	14.745	0.051	14.414	0.086	13.996		AAU	220	110	0c0	2	0
156.05224800	-57.73013700	156.052248	-57.730137	10241253-5743484	15.794	0.099	14.396		13.337		AUU	266	200	pp0	2	0
156.01076900	-57.70835100	156.010769	-57.708351	10240258-5742300	15.466		14.521		14.719	0.179	UUC	002	001	00c	2	0
156.01031600	-57.71602200	156.010316	-57.716022	10240247-5742576	13.754	0.023	13.501	0.038	13.435	0.048	AAE	222	111	000	2	0
156.05331700	-57.72314800	156.053317	-57.723148	10241279-5743233	14.448		14.068		14.254	0.094	UUA	002	001	00c	2	0
156.01083400	-57.70453600	156.010834	-57.704536	10240260-5742163	14.134	0.040	13.918	0.057	13.812	0.071	AAA	222	111	00c	2	0
156.01093200	-57.70652800	156.010932	-57.706528	10240262-5742235	13.044	0.030	12.043	0.033	11.707	0.037	AAA	222	111	000	1	0
156.05068300	-57.74579200	156.050683	-57.745792	10241216-5744448	15.858	0.092	14.902	0.067	14.666	0.111	AAB	222	112	ccc	2	0
156.05059100	-57.73728200	156.050591	-57.737282	10241214-5744142	16.071	0.099	16.123	0.210	14.978		ACU	220	110	cp0	2	0
156.01014100	-57.74332800	156.010141	-57.743328	10240243-5744359	9.488	0.030	8.809	0.042	8.651	0.032	AAA	212	111	000	2	0
156.05439200	-57.70692100	156.054392	-57.706921	10241305-5742249	11.568	0.023	11.098	0.023	10.973	0.026	AAA	222	111	000	2	0
156.00942300	-57.73288000	156.009423	-57.732880	10240226-5743583	11.089	0.023	9.328	0.022	8.622	0.021	AAA	222	111	000	0	0
156.05626100	-57.72498300	156.056261	-57.724983	10241350-5743299	12.606	0.024	11.835	0.022	11.601	0.019	AAA	222	111	000	2	0
156.05554400	-57.72710400	156.055544	-57.727104	10241333-5743375	14.262	0.053	13.663	0.051	13.320	0.053	AAA	222	111	ccc	2	0
156.05592500	-57.74565100	156.055925	-57.745651	10241342-5744443	16.153	0.125	14.659		13.915		BUU	200	100	c00	2	0
156.05581500	-57.72886300	156.055815	-57.728863	10241339-5743439	15.654		15.459		14.950	0.136	UUB	002	001	00c	2	0
156.05567900	-57.73335300	156.055679	-57.733353	10241336-5744000	15.731	0.095	14.909	0.113	14.330	0.137	ABB	222	111	000	2	0
156.00817000	-57.74343900	156.008170	-57.743439	10240196-5744363	12.318	0.120	9.504		9.200		BUU	200	100	c00	2	0
156.05539800	-57.70380800	156.055398	-57.703808	10241329-5742137	16.501		15.520	0.142	14.489	0.104	UBA	022	011	0c0	2	0
156.00828300	-57.74593700	156.008283	-57.745937	10240198-5744453	13.751	0.060	12.765	0.080	12.392	0.067	AAA	222	111	ccc	2	0
156.00941100	-57.70258300	156.009411	-57.702583	10240225-5742092	14.827	0.064	14.498	0.047	14.404	0.082	AAA	222	111	000	2	0
156.00878600	-57.73453900	156.008786	-57.734539	10240210-5744043	14.835	0.120	13.534	0.125	12.745	0.077	BBA	222	111	ccc	0	0
156.00879000	-57.74740200	156.008790	-57.747402	10240210-5744506	17.078	0.347	15.331	0.188	14.342	0.169	DCC	222	111	ccc	2	0
156.05469200	-57.74116100	156.054692	-57.741161	10241312-5744281	16.456	0.150	15.854	0.161	14.715		BCU	220	110	000	2	0
156.00928100	-57.72406400	156.009281	-57.724064	10240222-5743266	15.548		15.648	0.139	15.336	0.219	UBD	622	021	0c0	0	0
156.06218800	-57.74257300	156.062188	-57.742573	10241492-5744332	15.451	0.148	14.692	0.149	13.644	0.130	BBB	222	111	000	2	0
156.00532000	-57.73974200	156.005320	-57.739742	10240127-5744230	12.625	0.043	12.037	0.031	11.810	0.045	AAA	222	111	000	2	0
156.06230000	-57.72286200	156.062300	-57.722862	10241495-5743223	16.331	0.133	16.217	0.246	15.736	0.333	BDD	222	111	0cc	2	0
156.02111900	-57.69729200	156.021119	-57.697292	10240506-5741502	16.532		16.042		15.082	0.171	UUC	002	001	000	2	0
156.03248900	-57.69665900	156.032489	-57.696659	10240779-5741479	16.105	0.097	15.281	0.088	14.767	0.119	AAB	222	111	000	2	0
156.03173400	-57.69369100	156.031734	-57.693691	10240761-5741372	14.087	0.045	13.469	0.053	13.199	0.046	AAA	222	111	000	2	0
156.02830100	-57.69297800	156.028301	-57.692978	10240679-5741347	16.546		16.231		14.976	0.153	UUB	002	001	000	2	0
156.02590300	-57.69992400	156.025903	-57.699924	10240621-5741597	15.882	0.082	15.174	0.078	15.400	0.206	AAC	222	111	000	2	0
156.02529200	-57.69616300	156.025292	-57.696163	10240607-5741461	15.836	0.085	15.543	0.114	14.951		ABU	220	110	000	2	0
156.01799100	-57.68808000	156.017991	-57.688080	10240431-5741170	17.281		15.864		15.058	0.148	UUB	002	001	000	0	0
156.03458600	-57.69239000	156.034586	-57.692390	10240830-5741326	16.313		15.903	0.170	15.070	0.161	UCC	022	011	0c0	2	0
156.01535100	-57.68946500	156.015351	-57.689465	10240368-5741220	15.638	0.071	14.912	0.083	14.739	0.112	AAB	222	111	000	0	0
156.01341800	-57.69685400	156.013418	-57.696854	10240322-5741486	16.603		15.508	0.156	14.285	0.111	UCB	022	011	000	2	0
156.01274600	-57.69118500	156.012746	-57.691185	10240305-5741282	16.225	0.112	15.121	0.073	14.707	0.104	BAA	222	111	ccc	2	0
156.01229100	-57.69984400	156.012291	-57.699844	10240294-5741594	15.179	0.107	13.498	0.119	12.399	0.083	ABA	222	111	000	2	0
156.00905200	-57.69816200	156.009052	-57.698162	10240217-5741533	15.203		14.478		14.161	0.154	UUB	002	001	000	2	0
156.03392300	-57.69500700	156.033923	-57.695007	10240814-5741420	15.529	0.059	14.728	0.039	14.321	0.082	AAA	222	111	c00	2	0
156.03807300	-57.69595000	156.038073	-57.695950	10240913-5741454	14.917	0.045	14.574	0.035	14.332	0.073	AAA	222	111	000	2	0
156.00712000	-57.69239000	156.007120	-57.692390	10240170-5741326	11.033	0.023	10.885	0.022	10.889	0.019	AAA	222	111	000	2	0
156.05419500	-57.69826500	156.054195	-57.698265	10241300-5741537	15.877	0.078	15.322	0.090	15.103	0.162	AAC	222	111	000	2	0
156.06050400	-57.69646500	156.060504	-57.696465	10241452-5741472	13.100	0.026	12.837	0.033	12.737	0.033	AAA	222	111	000	0	0
156.02879400	-57.72896600	156.028794	-57.728966	10240691-5743442	15.027	0.043	14.555	0.055	13.796		AAU	220	110	000	0	0
156.06004900	-57.69348100	156.060049	-57.693481	10241441-5741365	16.492		15.596	0.181	14.887	0.143	UCB	022	011	00c	0	0
156.06000100	-57.69173400	156.060001	-57.691734	10241440-5741302	16.059	0.123	15.278	0.118	14.859	0.151	BBB	222	111	00c	0	0
156.05649000	-57.69070400	156.056490	-57.690704	10241355-5741265	16.176	0.097	15.516	0.098	16.102		ABU	220	110	000	0	0
156.04795900	-57.69179200	156.047959	-57.691792	10241151-5741304	12.605	0.023	11.834	0.022	11.439	0.019	AAA	222	111	000	0	0
156.03899600	-57.69681200	156.038996	-57.696812	10240935-5741485	15.887	0.079	15.719	0.134	14.958		ABU	220	110	cc0	2	0
156.04745800	-57.69652900	156.047458	-57.696529	10241138-5741475	11.664	0.023	11.092	0.022	10.906	0.019	AAA	222	111	000	2	0
156.04535100	-57.69545700	156.045351	-57.695457	10241088-5741436	14.109	0.050	13.632	0.542	13.376	0.046	ADA	222	111	ccc	2	0
156.04331900	-57.69360400	156.043319	-57.693604	10241039-5741369	15.577	0.086	15.061	0.106	14.469		AAU	220	110	c00	2	0
156.04292100	-57.68891900	156.042921	-57.688919	10241030-5741201	17.467		15.053	0.065	13.920	0.062	UAA	022	011	000	0	0
156.03930000	-57.69392000	156.039300	-57.693920	10240943-5741381	16.471	0.146	15.866		15.048		BUU	200	100	p00	2	0
156.00875400	-57.69599900	156.008754	-57.695999	10240210-5741455	16.787		15.045		14.378	0.139	UUB	002	001	000	2	0
156.00046500	-57.74273700	156.000465	-57.742737	10240011-5744338	14.531		13.649		14.478	0.178	UUC	002	001	00c	2	0
156.00044200	-57.71979100	156.000442	-57.719791	10240010-5743112	15.109		15.248	0.100	14.324	0.085	UAA	622	021	0cc	2	0
156.00560800	-57.74345400	156.005608	-57.743454	10240134-5744364	13.063		13.657	0.538	13.135	0.307	UEE	022	011	0pc	2	0
156.00380800	-57.74949600	156.003808	-57.749496	10240091-5744581	15.594	0.196	14.365	0.210	14.068	0.157	CCC	222	111	ccc	2	0
156.00324700	-57.70049300	156.003247	-57.700493	10240077-5742017	16.862		15.603	0.131	13.662	0.044	UBA	022	011	000	2	0
156.00352200	-57.74091300	156.003522	-57.740913	10240084-5744272	14.054	0.054	13.461	0.130	13.176	0.052	ABA	222	111	ccc	2	0
156.00365600	-57.70793900	156.003656	-57.707939	10240087-5742285	15.801	0.107	14.021	0.056	13.264	0.047	AAA	222	111	ccc	2	0
156.00373600	-57.74440800	156.003736	-57.744408	10240089-5744398	15.290	0.164	14.088	0.179	12.156		CCU	220	110	cc0	2	0
156.00378300	-57.70954100	156.003783	-57.709541	10240090-5742343	13.255	0.026	12.198	0.022	11.928	0.019	AAA	222	111	000	2	0
156.00434700	-57.73602700	156.004347	-57.736027	10240104-5744096	14.496		14.838	0.235	14.081	0.152	UDB	022	011	0cc	0	0
156.00148800	-57.69894400	156.001488	-57.698944	10240035-5741561	15.625	0.056	15.071	0.082	14.779	0.149	AAB	222	111	000	2	0
156.00463600	-57.73412300	156.004636	-57.734123	10240111-5744028	13.731		13.421		14.806	0.208	UUC	002	002	00c	0	0
156.00465100	-57.71476000	156.004651	-57.714760	10240111-5742531	13.244	0.022	12.276	0.022	11.891	0.019	AAA	222	111	000	2	0
156.00477100	-57.74686800	156.004771	-57.746868	10240114-5744487	14.573		13.932		14.446	0.190	UUC	002	001	00c	2	0
156.04960800	-57.73887600	156.049608	-57.738876	10241190-5744199	13.232	0.022	12.257	0.022	11.940	0.019	AAA	222	111	000	2	0
156.00551000	-57.72967900	156.005510	-57.729679	10240132-5743468	15.501	0.087	14.831	0.124	14.300	0.096	ABA	222	111	ccc	0	0
156.00315300	-57.71205100	156.003153	-57.712051	10240075-5742433	14.261	0.041	13.895	0.038	13.787	0.042	AAA	222	111	0p0	2	0
156.00257000	-57.74996600	156.002570	-57.749966	10240061-5744598	14.014		13.101		13.559	0.184	UUC	002	002	00c	2	0
156.00054800	-57.73023600	156.000548	-57.730236	10240013-5743488	15.160	0.041	13.536		13.124		AUU	266	200	c00	0	0
156.00166100	-57.70623800	156.001661	-57.706238	10240039-5742224	15.840	0.144	15.413	0.150	14.583	0.150	BBB	222	111	000	2	0
156.00090100	-57.72389200	156.000901	-57.723892	10240021-5743260	16.847		16.172		14.558	0.101	UUA	002	001	00c	0	0
156.00109000	-57.70186600	156.001090	-57.701866	10240026-5742067	16.928		15.333		15.031	0.180	UUC	002	001	000	2	0
156.00109800	-57.73556100	156.001098	-57.735561	10240026-5744080	12.919	0.033	12.650	0.047	12.736	0.044	AAA	222	111	000	0	0
156.00129800	-57.71859400	156.001298	-57.718594	10240031-5743069	13.604		13.394	0.039	13.407	0.045	UAA	622	021	0c0	2	0
156.00293500	-57.69733800	156.002935	-57.697338	10240070-5741504	16.074	0.091	15.396	0.119	15.118	0.179	ABC	222	111	000	2	0
156.00172200	-57.73827400	156.001722	-57.738274	10240041-5744177	15.996	0.143	15.105	0.078	15.146	0.219	BAD	222	111	ppp	2	0
156.00229300	-57.73703400	156.002293	-57.737034	10240055-5744133	15.143		15.508	0.168	14.843	0.162	UCC	022	012	0cc	0	0
156.00179700	-57.74877900	156.001797	-57.748779	10240043-5744556	15.077	0.136	14.214	0.224	13.807	0.191	BDC	222	111	ccc	2	0
156.00199700	-57.74375500	156.001997	-57.743755	10240047-5744375	13.426	0.035	12.629	0.060	12.359	0.036	AAA	222	111	dd0	2	0
156.00206300	-57.74569300	156.002063	-57.745693	10240049-5744444	11.943	0.028	11.297	0.029	11.024	0.029	AAA	222	111	000	2	0
156.00290800	-57.68883500	156.002908	-57.688835	10240069-5741198	16.285	0.132	15.767	0.148	15.024		BBU	220	110	cc0	2	0
156.00223100	-57.72613100	156.002231	-57.726131	10240053-5743340	15.755	0.095	12.918	0.033	11.657	0.024	AAA	222	111	000	0	0
156.04967100	-57.70305300	156.049671	-57.703053	10241192-5742109	13.115	0.023	12.094	0.027	11.718	0.030	AAA	222	111	000	2	0
156.06000200	-57.72032900	156.060002	-57.720329	10241440-5743131	15.096	0.046	14.822	0.052	14.733	0.121	AAB	222	111	000	2	0
156.04954600	-57.71514100	156.049546	-57.715141	10241189-5742545	15.454	0.081	14.651	0.073	14.065	0.062	AAA	222	111	ccc	0	0
156.01105900	-57.74160400	156.011059	-57.741604	10240265-5744297	12.764		14.084	0.688	11.756		UDU	020	010	0c0	2	0
156.02008700	-57.73651900	156.020087	-57.736519	10240482-5744114	15.255	0.077	14.876	0.154	14.701	0.176	ABC	222	111	ppp	0	0
156.02845300	-57.71865100	156.028453	-57.718651	10240682-5743071	14.665	0.058	14.246	0.072	13.962	0.093	AAA	222	111	000	2	0
156.03566600	-57.74111200	156.035666	-57.741112	10240855-5744280	14.336	0.046	13.820	0.077	13.562	0.043	AAA	222	111	000	0	0
156.01994100	-57.72714200	156.019941	-57.727142	10240478-5743377	15.406		15.726	0.211	15.222	0.175	UCC	022	011	0cc	0	0
156.03558600	-57.72114600	156.035586	-57.721146	10240854-5743161	16.227	0.115	14.269	0.044	13.357	0.045	BAA	222	111	ccc	0	0
156.02044700	-57.70097400	156.020447	-57.700974	10240490-5742035	16.385	0.152	15.371	0.135	14.417	0.125	BBB	222	111	000	2	0
156.02843200	-57.72013100	156.028432	-57.720131	10240682-5743124	15.524	0.080	15.168	0.136	14.788	0.148	ABB	222	111	cc0	2	0
156.01990300	-57.73326500	156.019903	-57.733265	10240477-5743597	15.733	0.138	15.319	0.175	15.060	0.203	BCC	222	111	0cc	0	0
156.02157100	-57.74351900	156.021571	-57.743519	10240517-5744366	13.931		13.545	0.085	13.132	0.071	UAA	622	012	00c	0	0
156.02170500	-57.72383900	156.021705	-57.723839	10240520-5743258	15.976	0.083	14.225	0.052	13.264	0.060	AAA	222	111	000	0	0
156.02191100	-57.74913800	156.021911	-57.749138	10240525-5744568	17.583	0.488	15.336	0.110	14.692	0.123	DBB	222	111	c00	2	0
156.02839600	-57.72826400	156.028396	-57.728264	10240681-5743417	15.429		14.638		13.819	0.063	UUA	002	001	000	0	0
156.03568100	-57.71380200	156.035681	-57.713802	10240856-5742496	17.734		16.104	0.210	14.686	0.116	UCB	022	011	000	2	0
156.01983100	-57.72918300	156.019831	-57.729183	10240475-5743450	15.570		15.488	0.131	14.928	0.140	UBB	022	011	00c	0	0
156.01986000	-57.71397400	156.019860	-57.713974	10240476-5742503	16.271	0.107	15.545	0.130	15.101	0.143	BBB	222	111	000	2	0
156.02233400	-57.74551000	156.022334	-57.745510	10240536-5744438	15.233		14.800	0.147	14.441	0.144	UBB	622	022	0cc	2	0
156.03696400	-57.70281600	156.036964	-57.702816	10240887-5742101	16.431	0.151	15.623	0.173	13.944		BCU	220	110	000	2	0
156.03796600	-57.72166800	156.037966	-57.721668	10240911-5743180	13.365	0.050	12.449	0.039	12.066	0.038	AAA	222	111	000	0	0
156.03770600	-57.74464400	156.037706	-57.744644	10240904-5744407	14.606	0.064	14.110	0.074	13.923	0.068	AAA	222	122	ccc	2	0
156.01865200	-57.74902000	156.018652	-57.749020	10240447-5744564	16.124	0.113	14.841	0.073	14.505	0.106	BAA	222	111	ccc	2	0
156.03746700	-57.72909200	156.037467	-57.729092	10240899-5743447	15.203		15.823	0.163	15.107	0.147	UCB	022	011	0cc	0	0
156.03664900	-57.74658200	156.036649	-57.746582	10240879-5744476	14.858		14.607		14.499	0.103	UUA	662	002	00c	2	0
156.03684000	-57.74350400	156.036840	-57.743504	10240884-5744366	13.180	0.037	12.576	0.039	12.382	0.030	AAA	222	111	000	2	0
156.03614000	-57.71672800	156.036140	-57.716728	10240867-5743002	16.189	0.104	15.425	0.095	14.960	0.144	ABB	222	111	000	2	0
156.03650700	-57.70685200	156.036507	-57.706852	10240876-5742246	15.890	0.111	15.441	0.121	15.019	0.154	BBB	222	222	ccc	2	0
156.03649600	-57.74556000	156.036496	-57.745560	10240875-5744440	15.204	0.036	14.391	0.075	14.136	0.071	AAA	222	234	ccc	2	0
156.01934000	-57.74214200	156.019340	-57.742142	10240464-5744317	13.666		13.035		13.613	0.072	UUA	002	001	00c	0	0
156.03615100	-57.70598600	156.036151	-57.705986	10240867-5742215	16.181	0.104	15.504	0.118	15.167	0.171	ABC	222	222	ccc	2	0
156.03446200	-57.74577300	156.034462	-57.745773	10240827-5744447	16.298		15.556	0.121	15.204		UBU	626	020	0c0	2	0
156.03431200	-57.72435800	156.034312	-57.724358	10240823-5743276	16.397	0.129	14.510	0.075	13.030	0.038	BAA	222	111	000	0	0
156.04919800	-57.70909100	156.049198	-57.709091	10241180-5742327	14.209	0.026	13.847	0.022	13.649	0.040	AAA	222	111	000	2	0
156.01828100	-57.74127600	156.018281	-57.741276	10240438-5744285	15.819	0.313	15.279	0.320	13.664		DDU	220	110	cc0	0	0
156.02546000	-57.74140500	156.025460	-57.741405	10240611-5744290	16.189		15.531	0.216	14.920	0.166	UCC	022	011	0cc	0	0
156.02536000	-57.72128300	156.025360	-57.721283	10240608-5743166	15.294	0.056	13.972	0.063	13.094	0.064	AAA	222	111	000	2	0
156.02701900	-57.74361400	156.027019	-57.743614	10240648-5744370	15.907	0.095	14.544	0.051	13.973	0.068	AAA	222	111	ccc	0	0
156.02694300	-57.70624900	156.026943	-57.706249	10240646-5742224	15.393	0.041	14.566	0.048	14.287	0.076	AAA	222	111	000	2	0
