_RAJ2000	_DEJ2000	RAJ2000	DEJ2000	2MASS	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	Qflg	Rflg	Bflg	Cflg	Xflg	Aflg
156.03268500	-57.74931000	156.032685	-57.749310	10240784-5744575	13.915	0.041	13.876	0.022	13.872	0.058	AAA	222	111	00c	2	0
156.02591600	-57.74527400	156.025916	-57.745274	10240621-5744429	13.238	0.029	12.479	0.035	12.090	0.030	AAA	222	111	000	0	0
156.02564600	-57.72742800	156.025646	-57.727428	10240615-5743387	16.525	0.158	15.723		15.298		CUU	200	100	c00	0	0
156.03299000	-57.73986400	156.032990	-57.739864	10240791-5744235	14.078	0.051	13.639	0.062	13.376	0.034	AAE	222	111	000	0	0
156.02686100	-57.74746300	156.026861	-57.747463	10240644-5744508	15.202	0.058	14.945	0.116	14.497		ABU	220	110	cc0	2	0
156.02620100	-57.73603400	156.026201	-57.736034	10240628-5744097	15.352	0.066	13.840	0.087	12.895	0.049	AAA	222	111	000	0	0
156.03094900	-57.71703700	156.030949	-57.717037	10240742-5743013	16.017	0.107	15.483	0.133	14.127		ABU	220	110	000	2	0
156.02637700	-57.73476800	156.026377	-57.734768	10240633-5744051	15.619	0.103	14.526	0.070	14.136	0.079	AAA	222	111	ccc	0	0
156.02757800	-57.73777400	156.027578	-57.737774	10240661-5744159	16.689		15.745	0.145	15.090		UBU	020	010	0c0	0	0
156.02431800	-57.73745300	156.024318	-57.737453	10240583-5744148	16.107	0.151	14.670	0.137	13.881	0.088	BBA	222	111	000	0	0
156.02449100	-57.72609300	156.024491	-57.726093	10240587-5743339	15.641	0.065	15.079	0.081	14.886	0.160	AAC	222	111	c00	0	0
156.02246300	-57.74114200	156.022463	-57.741142	10240539-5744281	14.933	0.067	12.472	0.042	11.250	0.031	AAA	222	111	000	0	0
156.02949300	-57.74642600	156.029493	-57.746426	10240707-5744471	16.158	0.110	14.674	0.115	14.004	0.086	BBA	222	111	c00	2	0
156.02254600	-57.74747100	156.022546	-57.747471	10240541-5744508	16.033		15.306	0.082	14.732	0.124	UAB	022	011	0c0	2	0
156.02284200	-57.72766100	156.022842	-57.727661	10240548-5743395	14.271	0.036	13.807	0.052	13.616	0.058	AAA	222	111	000	0	0
156.02359600	-57.74647500	156.023596	-57.746475	10240566-5744473	16.095		15.289	0.131	14.835	0.138	UBB	622	022	0cc	2	0
156.02933300	-57.72319000	156.029333	-57.723190	10240703-5743234	17.111		16.427		14.645	0.129	UUB	002	001	000	0	0
156.02829300	-57.74907700	156.028293	-57.749077	10240679-5744566	13.630	0.036	13.049	0.039	12.701	0.038	AAA	222	111	000	2	0
156.02959600	-57.74506400	156.029596	-57.745064	10240710-5744422	15.871	0.088	14.542	0.106	13.367	0.060	AAE	222	111	cc0	0	0
156.03343000	-57.74739500	156.033430	-57.747395	10240802-5744506	14.200	0.028	13.601	0.033	13.240	0.035	AAE	222	111	000	2	0
156.03359600	-57.74251600	156.033596	-57.742516	10240806-5744330	15.967	0.153	14.698	0.094	14.089	0.073	BAA	222	111	cc0	2	0
156.02364900	-57.74301900	156.023649	-57.743019	10240567-5744348	15.159		15.196	0.148	14.680	0.190	UBC	022	012	0cc	0	0
156.02376600	-57.72039400	156.023766	-57.720394	10240570-5743134	16.092		14.776		14.667	0.148	UUB	002	001	00c	2	0
156.02815100	-57.72985500	156.028151	-57.729855	10240675-5743474	15.646		15.094		15.012	0.170	UUC	002	001	000	0	0
156.01830200	-57.74339300	156.018302	-57.743393	10240439-5744362	11.790		12.299	0.096	12.008	0.055	UAA	622	021	0cc	2	0
156.01972300	-57.71118900	156.019723	-57.711189	10240473-5742402	14.972	0.039	14.498	0.023	14.407	0.078	AAA	222	111	000	2	0
156.02660200	-57.73223500	156.026602	-57.732235	10240638-5743560	16.685	0.185	15.771	0.168	15.128		CCU	220	110	000	0	0
156.01432400	-57.74758500	156.014324	-57.747585	10240343-5744513	16.141	0.128	14.929	0.113	13.013		BBU	226	220	cc0	2	0
156.01457600	-57.74870300	156.014576	-57.748703	10240349-5744553	15.497		14.639		15.126	0.404	UUD	662	002	00p	2	0
156.04424600	-57.70410500	156.044246	-57.704105	10241061-5742147	16.346	0.131	14.999		13.742		BUU	200	100	c00	2	0
156.04438800	-57.72978200	156.044388	-57.729782	10241065-5743472	16.154	0.192	15.420	0.215	13.193		CCU	220	110	cc0	0	0
156.01494500	-57.70138500	156.014945	-57.701385	10240358-5742049	14.883		14.543	0.141	12.296		UBU	026	020	0c0	2	0
156.04449700	-57.71022000	156.044497	-57.710220	10241067-5742367	16.579		15.936		14.913	0.132	UUB	002	001	000	2	0
156.04452200	-57.74556400	156.044522	-57.745564	10241068-5744440	15.995	0.136	15.067	0.148	14.435	0.122	BBB	222	111	000	2	0
156.01462700	-57.74562100	156.014627	-57.745621	10240351-5744442	13.231		14.353	0.022	13.863	0.079	UAA	622	012	0cc	2	0
156.04351300	-57.74888600	156.043513	-57.748886	10241044-5744559	16.285		15.638	0.145	14.833		UBU	020	010	0c0	2	0
156.01400500	-57.72950700	156.014005	-57.729507	10240336-5743462	15.975	0.196	15.006	0.179	14.135	0.163	CCC	222	111	ccc	0	0
156.04253700	-57.70901500	156.042537	-57.709015	10241020-5742324	15.031	0.039	14.683	0.073	14.550	0.107	AAA	222	111	000	2	0
156.01584000	-57.72650100	156.015840	-57.726501	10240380-5743354	14.919	0.045	14.310	0.061	14.168	0.083	AAA	222	111	000	0	0
156.04207600	-57.73057200	156.042076	-57.730572	10241009-5743500	14.327		15.207	0.188	14.168	0.144	UCB	022	011	0cc	0	0
156.01578000	-57.74440000	156.015780	-57.744400	10240378-5744398	11.316		11.286	0.111	11.012	0.081	UEA	622	022	0cc	2	0
156.01561900	-57.70563100	156.015619	-57.705631	10240374-5742202	15.836		15.644	0.149	14.761	0.130	UBB	022	011	0c0	2	0
156.04297500	-57.74025700	156.042975	-57.740257	10241031-5744249	16.164	0.109	14.964	0.071	14.501	0.109	AAB	222	111	000	2	0
156.04316500	-57.73881500	156.043165	-57.738815	10241035-5744197	16.072		15.812	0.178	14.677		UCU	020	010	0c0	2	0
156.01402900	-57.73584400	156.014029	-57.735844	10240336-5744090	14.196	0.072	13.431	0.093	13.023	0.073	AAA	222	111	00c	0	0
156.04574000	-57.72251900	156.045740	-57.722519	10241097-5743210	15.746	0.065	15.123	0.079	15.245	0.199	AAC	222	111	00c	0	0
156.04197000	-57.74773800	156.041970	-57.747738	10241007-5744518	15.864	0.083	14.188	0.022	13.122	0.019	AAE	222	111	000	2	0
156.01237900	-57.74572800	156.012379	-57.745728	10240297-5744446	14.369		14.744	0.272	14.142	0.173	UDC	022	012	0cc	2	0
156.04876400	-57.71386300	156.048764	-57.713863	10241170-5742499	13.243	0.036	12.589	0.035	12.407	0.033	AAA	222	111	000	2	0
156.01288900	-57.71075800	156.012889	-57.710758	10240309-5742387	15.943	0.107	15.489	0.116	13.633		ABU	226	220	cc0	2	0
156.04895800	-57.74674600	156.048958	-57.746746	10241174-5744482	14.214	0.050	13.616	0.056	13.488	0.071	AAE	222	112	00c	2	0
156.01296200	-57.73815900	156.012962	-57.738159	10240311-5744173	13.109	0.035	12.524	0.051	12.234	0.043	AAA	222	111	000	0	0
156.01202700	-57.74684500	156.012027	-57.746845	10240288-5744486	15.045		13.972		14.647	0.209	UUC	002	001	00c	2	0
156.01183000	-57.73590100	156.011830	-57.735901	10240283-5744092	14.827		14.061		14.853	0.179	UUC	002	001	00c	0	0
156.01292000	-57.70261400	156.012920	-57.702614	10240310-5742094	15.388	0.096	14.167	0.097	13.751	0.094	AAA	222	111	000	2	0
156.04799100	-57.74043700	156.047991	-57.740437	10241151-5744255	16.419	0.130	15.003	0.077	14.599	0.107	BAA	222	111	ccc	2	0
156.01373300	-57.70076400	156.013733	-57.700764	10240329-5742027	14.627		14.257	0.160	11.990		UCU	026	020	0c0	2	0
156.01344200	-57.74135200	156.013442	-57.741352	10240322-5744288	15.625	0.404	14.566	0.392	13.905	0.200	DDC	222	111	ccc	2	0
156.01353600	-57.71635800	156.013536	-57.716358	10240324-5742588	17.057		15.375		14.804	0.115	UUB	002	001	000	2	0
156.04621900	-57.74328200	156.046219	-57.743282	10241109-5744358	16.253	0.177	14.841	0.098	13.939	0.083	CAA	222	111	000	2	0
156.04686700	-57.72700100	156.046867	-57.727001	10241124-5743372	14.003	0.022	13.718	0.065	13.524	0.049	AAA	222	112	0cc	0	0
156.04740100	-57.72582200	156.047401	-57.725822	10241137-5743329	15.795	0.084	13.922	0.039	13.076	0.075	AAA	222	112	ccc	0	0
156.04720200	-57.70473500	156.047202	-57.704735	10241132-5742170	15.362	0.073	13.084	0.035	11.963	0.031	AAA	222	111	c00	2	0
156.01322500	-57.71167400	156.013225	-57.711674	10240317-5742420	16.032	0.101	14.946	0.088	14.454	0.101	AAA	222	111	ccc	2	0
156.01584300	-57.74973700	156.015843	-57.749737	10240380-5744590	15.551		14.513		13.987	0.071	UUA	662	002	00c	2	0
156.01569600	-57.71235300	156.015696	-57.712353	10240376-5742444	14.399	0.040	13.207	0.041	12.651	0.033	AAA	222	222	ccc	2	0
156.01617600	-57.74717300	156.016176	-57.747173	10240388-5744498	14.711	0.041	13.552	0.022	12.916		AEU	226	220	cc0	2	0
156.01811800	-57.72481500	156.018118	-57.724815	10240434-5743293	16.191		15.074		14.845	0.192	UUC	002	001	000	0	0
156.03967000	-57.73691200	156.039670	-57.736912	10240952-5744128	16.183		15.626	0.145	14.959	0.162	UBC	022	011	0cc	0	0
156.01812800	-57.73559600	156.018128	-57.735596	10240435-5744081	14.460	0.069	13.493	0.070	13.044	0.055	AAA	222	111	000	0	0
156.03907300	-57.72549400	156.039073	-57.725494	10240937-5743317	15.407	0.095	14.968	0.156	14.532	0.181	ACC	222	111	ccc	0	0
156.01740500	-57.74516700	156.017405	-57.745167	10240417-5744426	12.541		13.804	0.130	13.387	0.080	UBA	022	011	0cc	2	0
156.01813700	-57.74650600	156.018137	-57.746506	10240435-5744474	15.531	0.085	14.894	0.086	14.272	0.144	AAB	222	111	ccc	2	0
156.03917800	-57.71830400	156.039178	-57.718304	10240940-5743058	16.475	0.133	16.619		15.658		BUU	200	100	000	2	0
156.03929600	-57.73127400	156.039296	-57.731274	10240943-5743525	12.300	0.032	11.725	0.033	11.417	0.027	AAA	222	111	000	0	0
156.01775700	-57.73958200	156.017757	-57.739582	10240426-5744224	14.631	0.030	14.331	0.042	14.115	0.088	AAA	222	111	000	0	0
156.03881700	-57.72765700	156.038817	-57.727657	10240931-5743395	12.299	0.023	11.670	0.023	11.459	0.027	AAA	222	111	000	0	0
156.03974000	-57.72333100	156.039740	-57.723331	10240953-5743239	13.755	0.037	13.208	0.047	13.046	0.045	AAA	222	111	000	0	0
156.01734000	-57.71286800	156.017340	-57.712868	10240416-5742463	15.809	0.088	14.622	0.053	14.167	0.072	AAA	222	222	ccc	2	0
156.01780800	-57.70302200	156.017808	-57.703022	10240427-5742108	16.024	0.096	15.428	0.119	15.105	0.188	ABC	222	111	000	2	0
156.04103100	-57.73577100	156.041031	-57.735771	10240984-5744087	15.091	0.036	13.899	0.022	13.497	0.037	AAE	222	111	000	0	0
156.01730400	-57.70773700	156.017304	-57.707737	10240415-5742278	15.848		15.025		14.484	0.178	UUC	002	001	000	2	0
156.01665700	-57.73831200	156.016657	-57.738312	10240399-5744179	15.337	0.065	14.128	0.094	13.913	0.077	AAA	222	111	c00	0	0
156.04039600	-57.70521200	156.040396	-57.705212	10240969-5742187	13.340	0.026	12.262	0.022	11.859	0.019	AAA	222	111	000	2	0
156.03852200	-57.73279200	156.038522	-57.732792	10240924-5743580	14.371	0.044	13.683	0.035	13.532	0.046	AAA	222	111	ccc	0	0
156.01635000	-57.74334700	156.016350	-57.743347	10240392-5744360	11.993	0.061	11.224	0.074	10.829	0.052	EAE	222	232	ccc	2	0
156.09929400	-57.71308100	156.099294	-57.713081	10242383-5742470	15.637	0.077	15.443	0.109	15.292		ABU	220	110	000	0	0
156.11311700	-57.71830700	156.113117	-57.718307	10242714-5743059	15.927	0.097	15.356	0.139	14.661	0.142	ABB	222	111	000	0	0
156.07657800	-57.69204300	156.076578	-57.692043	10241837-5741313	14.851	0.053	14.290	0.061	13.792	0.088	AAA	222	111	0cc	0	0
156.09849800	-57.71758700	156.098498	-57.717587	10242363-5743033	14.208	0.085	13.856	0.113	13.687	0.103	ABA	222	111	000	0	0
156.11468600	-57.70686700	156.114686	-57.706867	10242752-5742247	15.677	0.058	15.120	0.085	15.079	0.148	AAB	222	111	000	0	0
156.09834600	-57.71474800	156.098346	-57.714748	10242360-5742530	15.200	0.061	14.539	0.073	13.992	0.072	AAA	222	111	000	0	0
156.09226100	-57.74747100	156.092261	-57.747471	10242214-5744508	15.721	0.094	13.442		12.424		AUU	200	100	000	2	0
156.11512700	-57.72049300	156.115127	-57.720493	10242763-5743137	14.394	0.030	14.017	0.022	13.790	0.061	AAA	222	111	000	0	0
156.07878000	-57.69304300	156.078780	-57.693043	10241890-5741349	16.068	0.103	12.536	0.049	10.878	0.033	AAA	222	111	ccc	0	0
156.09538100	-57.74588400	156.095381	-57.745884	10242289-5744451	16.014	0.102	15.327	0.100	14.506		AAU	220	110	000	2	0
156.09377600	-57.73589300	156.093776	-57.735893	10242250-5744092	11.076	0.023	11.106	0.025	11.051	0.023	AAA	222	111	000	2	0
156.09396000	-57.72340800	156.093960	-57.723408	10242255-5743242	14.382	0.035	13.926	0.047	13.776	0.066	AAA	222	111	000	0	0
156.09308500	-57.72812700	156.093085	-57.728127	10242234-5743412	13.900		13.953	0.081	13.619	0.093	UAA	622	022	0pp	0	0
156.09585600	-57.71803300	156.095856	-57.718033	10242300-5743049	15.309	0.090	14.843	0.125	13.808		ABU	220	110	cc0	0	0
156.09942600	-57.70725600	156.099426	-57.707256	10242386-5742261	16.437	0.216	15.777	0.271	14.540		CDU	220	110	cc0	0	0
156.09310300	-57.71886100	156.093103	-57.718861	10242234-5743078	16.398	0.160	15.335		14.305		CUU	200	100	c00	0	0
156.09283800	-57.70801900	156.092838	-57.708019	10242228-5742288	15.243		15.656	0.216	14.277		UCU	020	010	0c0	0	0
156.09615500	-57.71200200	156.096155	-57.712002	10242307-5742432	14.849	0.040	14.605	0.036	14.397	0.077	AAA	222	111	000	0	0
156.09627400	-57.74788700	156.096274	-57.747887	10242310-5744523	16.668	0.186	15.847	0.188	14.983	0.192	CCC	222	111	000	2	0
156.07687900	-57.68996400	156.076879	-57.689964	10241845-5741238	13.875	0.030	13.695	0.027	13.591	0.059	AAA	222	111	00c	0	0
156.10220800	-57.72958800	156.102208	-57.729588	10242452-5743465	13.294	0.024	12.848	0.022	12.789	0.024	AAA	222	111	000	0	0
156.09957100	-57.74174900	156.099571	-57.741749	10242389-5744302	14.410	0.045	13.967	0.045	13.746	0.053	AAA	222	111	000	2	0
156.11581600	-57.72423900	156.115816	-57.724239	10242779-5743272	15.070	0.070	14.332	0.080	13.999	0.073	AAA	222	111	000	0	0
156.11074000	-57.72364000	156.110740	-57.723640	10242657-5743251	15.987	0.102	15.563	0.150	15.730		ABU	220	110	000	0	0
156.10662700	-57.70225100	156.106627	-57.702251	10242559-5742081	13.595	0.022	13.195	0.029	13.078	0.038	AAA	222	111	000	0	0
156.11667600	-57.70236600	156.116676	-57.702366	10242800-5742085	14.064	0.029	13.587	0.038	13.491	0.043	AAA	222	111	ccc	0	0
156.06703200	-57.69934500	156.067032	-57.699345	10241608-5741576	14.946	0.040	14.650	0.053	14.431	0.090	AAA	222	111	00c	0	0
156.10773600	-57.71577800	156.107736	-57.715778	10242585-5742568	16.955		15.960		14.755	0.152	UUB	002	001	000	0	0
156.10720400	-57.73758700	156.107204	-57.737587	10242572-5744153	14.482	0.047	14.282	0.070	14.017	0.073	AAA	222	111	000	2	0
156.10575500	-57.71080000	156.105755	-57.710800	10242538-5742388	17.454		15.249	0.095	14.057	0.059	UAA	022	011	0c0	0	0
156.10779600	-57.70838500	156.107796	-57.708385	10242587-5742301	16.199	0.107	15.580	0.118	15.266	0.190	ABC	222	111	ccc	0	0
156.10812600	-57.72156500	156.108126	-57.721565	10242595-5743176	16.291		15.331		14.931	0.153	UUB	002	001	000	0	0
156.10833000	-57.73625900	156.108330	-57.736259	10242599-5744105	16.253	0.112	15.787	0.142	14.912		BCU	220	110	cc0	2	0
156.10859800	-57.74855800	156.108598	-57.748558	10242606-5744548	16.397	0.142	15.159		14.704		BUU	200	100	000	2	0
156.11123700	-57.70345300	156.111237	-57.703453	10242669-5742124	16.491	0.143	14.583	0.049	13.621	0.046	BAA	222	111	c00	0	0
156.10491700	-57.72108100	156.104917	-57.721081	10242518-5743158	15.527	0.075	14.998	0.094	14.954	0.148	AAB	222	111	000	0	0
156.10058200	-57.71862400	156.100582	-57.718624	10242413-5743070	14.259	0.040	13.921	0.052	13.787	0.073	AAA	222	111	000	0	0
156.11266800	-57.74389600	156.112668	-57.743896	10242704-5744380	15.574	0.064	15.235	0.083	14.412		AAU	220	110	000	2	0
156.10150700	-57.73753400	156.101507	-57.737534	10242436-5744151	16.275	0.134	15.638	0.181	13.994		BCU	220	110	c00	2	0
156.11271600	-57.72465900	156.112716	-57.724659	10242705-5743287	15.781		14.702		14.869	0.127	UUB	002	001	000	0	0
156.10895600	-57.72882800	156.108956	-57.728828	10242614-5743437	15.830	0.090	15.473	0.138	15.558		ABU	220	110	000	0	0
156.10226900	-57.70835500	156.102269	-57.708355	10242454-5742300	11.701	0.023	11.390	0.023	11.276	0.021	AAA	222	111	000	0	0
156.10243100	-57.71620600	156.102431	-57.716206	10242458-5742583	15.151	0.053	14.253	0.045	13.814	0.055	AAA	222	111	000	0	0
156.07410900	-57.69767400	156.074109	-57.697674	10241778-5741516	15.114	0.065	13.725	0.078	12.908	0.073	AAA	222	111	ccc	0	0
156.10270100	-57.73502000	156.102701	-57.735020	10242464-5744060	15.911	0.079	15.150	0.085	14.783	0.143	AAB	222	111	000	2	0
156.11213200	-57.74376700	156.112132	-57.743767	10242691-5744375	15.550		15.149		14.854	0.141	UUB	002	001	000	2	0
156.09203200	-57.70439500	156.092032	-57.704395	10242208-5742158	14.191		13.580		14.469	0.111	UUB	002	002	00c	0	0
156.11175400	-57.74104700	156.111754	-57.741047	10242682-5744277	15.017	0.029	14.577	0.025	14.675	0.111	AAB	222	111	00c	2	0
156.11587000	-57.74184800	156.115870	-57.741848	10242780-5744306	15.572	0.060	15.265	0.179	15.312	0.189	ACC	222	111	ccc	2	0
156.07460700	-57.73886100	156.074607	-57.738861	10241790-5744198	15.235	0.053	14.904	0.062	15.739	0.354	AAD	222	111	ccc	2	0
156.09197500	-57.74720800	156.091975	-57.747208	10242207-5744499	14.848		13.643	0.042	12.490	0.034	UAA	022	011	000	2	0
156.07228300	-57.71954300	156.072283	-57.719543	10241734-5743103	14.285	0.050	14.139	0.022	13.864	0.053	AAA	222	111	000	0	0
156.06990300	-57.70074500	156.069903	-57.700745	10241677-5742026	16.604	0.153	15.424	0.106	15.122	0.174	BBC	222	111	0cc	0	0
156.07015900	-57.71039200	156.070159	-57.710392	10241683-5742374	15.244	0.058	14.768	0.089	14.546	0.134	AAB	222	111	000	0	0
156.07122900	-57.72392700	156.071229	-57.723927	10241709-5743261	16.295	0.206	14.580		13.691		CUU	200	100	c00	2	0
156.07174000	-57.74923700	156.071740	-57.749237	10241721-5744572	14.900		14.344		15.086	0.228	UUD	662	002	00c	2	0
156.07220300	-57.70250700	156.072203	-57.702507	10241732-5742090	15.093	0.052	14.497	0.036	14.236	0.068	AAA	222	111	00c	0	0
156.07287800	-57.74989700	156.072878	-57.749897	10241749-5744596	14.947		14.511		14.995	0.204	UUC	662	002	00c	2	0
156.06914300	-57.70877500	156.069143	-57.708775	10241659-5742315	15.893	0.081	15.513	0.113	15.269	0.185	ABC	222	111	0cc	0	0
156.07326900	-57.70480300	156.073269	-57.704803	10241758-5742172	15.658	0.091	15.162	0.116	14.977	0.146	ABB	222	111	00c	0	0
156.07369800	-57.70875900	156.073698	-57.708759	10241768-5742315	15.032	0.046	14.586	0.058	14.531	0.090	AAA	222	111	000	0	0
156.07385100	-57.72358300	156.073851	-57.723583	10241772-5743248	14.135	0.024	13.893	0.022	13.742	0.066	AAA	222	111	000	0	0
156.07410900	-57.71654900	156.074109	-57.716549	10241778-5742595	15.063	0.028	14.469	0.022	14.118	0.063	AAA	222	111	000	0	0
156.07438100	-57.71843700	156.074381	-57.718437	10241785-5743063	14.626	0.036	14.177	0.053	14.040	0.049	AAA	222	111	000	0	0
156.06921500	-57.71923800	156.069215	-57.719238	10241661-5743092	16.150	0.213	15.802	0.502	14.748		CDU	220	110	cc0	0	0
156.06871900	-57.71790700	156.068719	-57.717907	10241649-5743044	17.078		15.524	0.109	14.880	0.135	UBB	022	011	000	0	0
156.07606200	-57.73743100	156.076062	-57.737431	10241825-5744147	13.377	0.041	13.342	0.051	13.354	0.049	AAE	222	111	000	2	0
156.06471000	-57.74816900	156.064710	-57.748169	10241553-5744534	14.554	0.171	14.129	0.241	12.972	0.150	CDB	222	111	000	1	0
156.11749600	-57.71835300	156.117496	-57.718353	10242819-5743060	14.740	0.026	14.349	0.035	14.228	0.068	AAA	222	111	000	0	0
156.06256600	-57.70184700	156.062566	-57.701847	10241501-5742066	16.355	0.133	15.442	0.104	15.208		BBU	220	110	000	0	0
156.06303400	-57.73418000	156.063034	-57.734180	10241512-5744030	16.577		15.586		14.914	0.206	UUC	002	001	000	2	0
156.06353500	-57.72893500	156.063535	-57.728935	10241524-5743441	15.781	0.307	14.025		13.251		DUU	200	100	c00	2	0
156.06407000	-57.74577300	156.064070	-57.745773	10241537-5744447	15.823	0.276	13.658		12.597		DUU	200	100	000	2	0
156.06581400	-57.73123600	156.065814	-57.731236	10241579-5743524	15.351		14.514		14.724	0.173	UUC	002	001	00c	2	0
156.06855300	-57.74966800	156.068553	-57.749668	10241645-5744588	14.541	0.084	13.874	0.096	13.393	0.102	AAE	222	111	000	2	0
156.06590100	-57.70783200	156.065901	-57.707832	10241581-5742281	15.607	0.059	12.645	0.023	11.199	0.021	AAA	222	111	000	0	0
156.06640800	-57.73811000	156.066408	-57.738110	10241593-5744171	16.091	0.176	15.048	0.112	14.546	0.135	CBB	222	111	000	2	0
156.06671600	-57.73255500	156.066716	-57.732555	10241601-5743571	16.622	0.178	14.909	0.086	14.160	0.080	CAA	222	111	ccc	2	0
156.06769700	-57.72882100	156.067697	-57.728821	10241624-5743437	10.316	0.023	9.624	0.023	9.236	0.021	AAA	222	111	000	2	0
156.06777200	-57.72055400	156.067772	-57.720554	10241626-5743139	14.233	0.030	13.697	0.029	13.407	0.043	AAE	222	111	000	2	0
156.07559600	-57.74395800	156.075596	-57.743958	10241814-5744382	16.504	0.168	14.941		14.374		CUU	200	100	c00	2	0
156.07695500	-57.70189700	156.076955	-57.701897	10241846-5742068	15.265	0.045	14.766	0.066	14.571	0.122	AAB	222	111	0cc	0	0
156.07620300	-57.74514400	156.076203	-57.745144	10241828-5744425	16.198	0.132	15.443	0.169	14.529	0.148	BCB	222	111	000	2	0
156.09132700	-57.72057300	156.091327	-57.720573	10242191-5743140	16.186	0.105	15.756	0.173	14.095		ACU	220	110	000	0	0
156.08950800	-57.70261000	156.089508	-57.702610	10242148-5742093	16.685	0.211	15.246	0.146	14.451	0.114	CBB	222	111	ccc	0	0
